"","TNZ_1","WS_2","WT_1","WT_10","WT_11","WT_12","WT_13","WT_14","WT_15","WT_16","WT_17","WT_18","WT_19","WT_2","WT_21","WT_22","WT_23","WT_24","WT_25","WT_26","WT_27","WT_28","WT_29","WT_3","WT_30","WT_31","WT_34","WT_36","WT_38","WT_39","WT_4","WT_40","WT_41","WT_42","WT_44","WT_45","WT_46","WT_47","WT_48","WT_49","WT_5","WT_50","WT_51","WT_52","WT_54","WT_55","WT_56","WT_57","WT_58","WT_59","WT_6","WT_61","WT_62","WT_64","WT_65","WT_66","WT_68","WT_69","WT_71","WT_73","WT_74","WT_76","WT_77","WT_78","WT_9"
"AT1G01100",-1.56637878987245,0.63953247907154,0.69564181186109,-0.304576976099249,0.436979433136245,0.940976167254693,-0.0464493637426324,0.470176083840912,0.395596743410228,0.380417605727424,1.11415819881188,0.488934042603401,0.439324177981556,0.257339069285832,-1.58859216209119,0.743853056750644,0.600124311320522,0.213899585835858,0.620198618066343,0.412133364950843,0.520978888822653,0.777337658576666,0.511764452939325,0.374658583300344,0.298022449145703,0.910083125520857,0.567380155235125,0.390413623225856,-1.63836657021095,-1.60475856076149,0.742084214148041,0.260383123997288,0.642946756653309,-1.64079358680522,0.76610756484386,0.703416492137648,0.237511577786885,1.02929488976141,-1.45732758662825,-1.65457410475573,0.886964764063579,-1.64811577246251,0.640931098803831,-1.65264071865521,0.715592710983473,0.739904012800647,-1.59048441231723,0.612588481287702,-1.66555738324166,-1.64564761999376,0.826124805708928,-1.60541673475316,0.829991577909967,0.39691309139356,0.612711888911139,0.154458247213497,0.614563003262701,-1.60936577870315,0.924192730467203,0.513738974914324,-1.6289875908297,-1.6505016531823,-1.64104040205209,1.13604248403478,0.653189589398615
"AT1G01120",0.497820277972055,0.997568036725595,-0.484442558198697,-1.28133763296786,-0.00146173263726042,0.253302502253873,-1.08898364940289,-0.394553166363251,-1.04008009425925,0.1536323993897,-0.753179237416584,-0.547784305813312,1.64635520163117,-0.157487360952672,-0.697289460109571,-0.530551624476983,1.85920210354204,1.2313736051266,0.912336126332401,1.13915547257003,1.34967363375978,2.70546648159906,0.47732735962615,-0.356827566681018,-0.135131450029867,0.845268393563985,2.03013167247266,1.85920210354204,-0.846794614405831,-0.850986347703857,-0.304663774527805,2.00172103567493,0.574202973624973,0.125221762591969,0.386040723358029,-0.34797835194074,-0.169131064558299,0.521573433327535,0.621243536191708,-1.33024118811149,-0.493291772938974,-1.50489674219591,-0.153761375798871,-0.491428780362074,0.893240452419171,0.99617079229292,-1.29670732172728,-0.444388217795338,-1.33955615099599,-1.17048957464228,-0.36707402585397,-1.30415929203489,0.788447119968522,-0.721508363609277,0.166673347428003,0.200672961956436,-0.572934705601468,-1.3824049802647,0.0632772594100296,-0.225020841865312,-1.38193923212048,-1.05964151631671,-1.29531007729461,0.795899090276124,0.431218293347864
"AT1G01470",-0.591292883260625,-1.2555373998542,-0.918822266766793,-0.0556488608044391,-0.182814081569761,-0.108466920896582,-0.0341197602234027,-0.0484724939440936,-0.844475106093614,0.768772164112049,-0.975659092300729,-0.77500787488547,-0.703244206282015,1.04635403427021,-0.975372037626315,0.610317983835621,1.19303897289567,-0.338397715102051,0.100795936751092,1.95545618813878,0.854314457087367,-0.0639734463624396,0.482865708395885,-0.519816269331585,1.62017632842344,1.33111227128872,0.555490541022581,0.298863662096627,0.913447720016614,-0.0510559860138181,-0.674825793515047,3.41111044209125,0.149308176727027,-0.899302548906653,-0.587274117818832,1.44019304756597,0.30202126351518,0.263555937143728,-0.594450484679178,-0.622581842771732,-0.602488015562764,0.154475160866476,0.868380136133644,-1.21936851087806,0.0924713511930914,-0.198602088662521,-0.285292600335494,0.0459684939380526,-0.0404349630605067,-3.06111130191712,-0.696929003444911,-1.10856540655433,0.744659571461288,-0.795675811443264,0.860916714598885,0.183754737656686,1.81853110844339,-0.375714822775847,-0.248836656684939,1.67069795112027,-1.08043404846177,-1.729177612637,-0.751469391583537,-0.0252210653165742,0.302882427538421
"AT1G01490",-1.80404237270953,0.236778871635578,0.773628237856361,-0.313675969547505,0.392674938911941,0.550838585348687,-0.17592053555421,0.126234387566885,0.00661958685665816,0.620566644530478,-0.0290947849193814,0.963537992538475,0.99585099557394,0.641541751764025,-1.74225084058908,0.173286655144842,-0.166850218912676,0.62170043411067,0.126234387566885,0.478276052216417,1.19426417210749,0.486779474067854,-0.336351761151339,0.468638840784787,0.0105878503873292,0.655714121516422,1.17442285445414,1.19029590857682,-1.72977915520697,-1.59825956390473,0.189159709267526,1.51455972851165,0.872834826123137,-1.26209095337788,0.293468350645165,0.347323355704272,-0.287031914412999,1.73848317059952,-1.04837161751174,-1.07104740911558,0.19823002590906,-1.52229566203189,1.17102148571356,-1.51662671413093,0.835986664766906,0.653446542356038,-1.16685262864178,0.89437682814678,-1.47014134134307,-1.46957444655297,0.112628912604584,-2.00585691798366,0.788934397188949,0.843923191828248,0.901179565627931,1.04573773710238,0.87113414175285,-1.54893971716639,0.390974254541654,0.642108646554121,-1.14871199535871,-1.93839643796225,-1.21163731705935,0.811610188792784,-0.44179419210917
"AT1G01540",-1.44418214794972,0.807746565005803,0.955454909087184,-0.320989054963168,0.315570168967283,1.0383156874743,-0.46232349301477,0.895872744026214,-0.179100364213325,0.655327072989369,0.959611804323995,0.297834082623553,0.872594130700068,0.727657050109895,-1.54145349649112,0.547247796832262,0.523414930807874,0.660592473622665,0.457458859717126,0.504847465416781,1.12034508681405,1.40689373180495,0.494870916848433,0.351596594352985,0.886173321806986,0.528403205092048,1.2342440163027,0.56054986159006,-1.54283912823672,-1.49461914348971,0.723500154873084,0.843495864042385,0.745393136453626,-1.47688305714598,0.744284631057143,0.347439699116173,0.0545171480955003,0.278712364534218,-1.32002954354361,-1.73488768817743,0.698281657103092,-1.62597703297296,1.14140668934723,-1.56639486791199,-0.242285171812864,0.76451485454296,-1.65701518407449,-0.105107628998074,-1.65867794216921,-1.58662509139781,0.530897342234136,-1.4918478799985,0.259313520095763,0.198345723289189,0.449976448290865,0.666412126954201,0.243517318195878,-1.75262377452116,0.509558613351835,0.993144092567611,-1.58440808060484,-1.50099304951949,-1.5758171637821,0.328872233725081,0.540873890802484
"AT1G01610",3.18331534172881,-0.24975860979071,-0.57979718346428,-0.519246505168562,-0.176873534064384,-0.902360364755662,-0.535318598790265,-0.62651838585295,-0.6324986997587,-0.721455869106729,-1.10942873374225,-0.984963450578832,-0.198925941591837,-1.01187486315471,2.24216344081143,-0.632124930139591,0.0163653590151577,-0.277791331223913,0.13260771055817,-0.0897852128119021,0.190542001520122,0.371446497169055,-0.204532485878477,-0.747245972825275,-0.153326048060494,-0.233312746549898,-0.22060457950018,0.489557696807614,2.52099557666701,1.27709028427105,-0.795088484071274,-0.505417029261516,-0.436269649726283,1.70356141967483,-0.367122270191051,-0.849658848461241,-0.204532485878477,-0.958799577241176,1.88297083684733,-0.123798248150854,-0.739770580443088,0.685039207601812,-0.745750894348838,1.36193598780887,-0.713606707105432,-0.461312214206611,0.732134179609592,-1.29780862177337,1.49649305068824,1.79064974092731,-0.808170420740102,1.31558855503931,-0.665016656621215,-0.925907850759552,-0.784622934736212,-0.401135305530003,-0.818635970075164,0.863701085536088,-1.04588789849366,-0.6324986997587,1.3193262512304,1.1593528542516,0.971346735839585,-0.493082631830907,-0.124545787389073
"AT1G01620",-0.955734211246587,-1.26416153939059,-0.0861937256223859,0.118415901485133,0.161180187663373,0.221426729197496,-0.148928126572539,-0.614426795144789,-1.90865160702962,1.10663400519832,-0.355420458103,0.896577983153001,-0.165065593054893,0.0139930454555647,2.75420209360303,-0.93677268812982,0.480365826795609,0.390197732825454,-0.460179511350951,1.19108674645597,-0.29988067762623,-0.270228082964903,0.774000477330784,-0.36133752914653,-0.678707703299501,-0.533067068296252,-0.867381582255696,-0.542951266516694,0.826783440616818,0.54619324215488,-0.470063709571393,0.324572035797211,-1.12813614483307,1.41432169946187,-0.939865702538938,-0.920904179422171,-0.38117316503109,-2.00688843424095,-0.778759995490099,-0.772170530009804,-0.96023925397291,0.361217532600892,0.303795047701181,1.73633139522852,-0.674202660573177,-0.712260185694063,0.272663185278972,-0.32926431451285,1.05761645075816,1.31621935113789,-1.07562213932174,0.847762147043879,-1.75184922437607,-0.812110759553632,-0.164325959174452,1.0466564214389,0.997235430336688,0.4515201054584,-0.0692493858159138,0.816428566290641,1.25644348570951,1.69417226404337,2.66134442188582,-1.40657468109736,-0.236608361126665
"AT1G01630",4.82842305180154,0.354740197268352,-0.228904203648435,-0.635098525426626,-0.605292457446315,-0.915830095938857,-0.664904593406937,-0.7785835503551,-0.566475252634747,-0.718278250022843,-0.954647300750425,-1.12447257180103,0.837182599926409,-0.513101596018841,0.607052028543543,-0.766799756037302,-0.577565882580909,0.173824296271581,-0.115225246700272,-0.38070720103653,0.84272791489949,1.17128782705455,0.0830197635873778,-1.00871412173797,-0.647575484116059,-0.943556670804263,1.29397792083397,0.516247495859339,1.88732662295364,0.935611940698599,-1.06832625769859,0.930066625725518,1.00354204911884,1.58995910752217,0.0885650785604592,-0.900580479762884,0.0837129279590132,-0.188700670093596,2.02942531913885,0.548133056954556,-0.793140002159438,-0.0445224807934875,-0.331492530650435,1.09781240366122,0.353353868525082,1.67105933900348,-0.479829706180355,-0.798685317132519,-0.524885390336639,0.609131521658448,-0.9581131226086,-0.238608504851327,-0.55469145831695,0.110746338452784,-0.691244839529072,-0.723130400624289,-0.67876788083964,0.0809402704724728,-0.715505592536302,-0.60737195056122,0.0261802851132963,-0.2538581210273,-0.140872328450772,-0.102055123639204,-0.813934933308492
"AT1G01720",0.267731164332244,-0.941808321386152,0.144566569180763,1.21515112703595,-0.828117925861707,0.221939199468232,1.69517724147249,0.567747485855084,0.225097266010578,-0.31809017927288,-0.875488923996892,0.0071906745887258,0.335629594992676,-0.13492231981683,-0.291246613662941,-0.438096707882015,-0.141238452901521,-0.505995138542448,-0.270719181137694,0.941978371123047,-0.344933744882818,0.251940831620516,-0.905490556149177,-0.352828911238682,1.46305935061009,-0.798116293709423,-0.477572539661337,0.938820304580702,0.888291239903171,-0.629159733693929,-0.444412840966707,0.324576362094467,1.99677259626651,-0.330722445442262,-0.8518034249293,0.477742589398233,0.389316726212553,2.11993719141799,-1.2528778758072,0.735125012599405,-0.521785471254176,2.41837447966965,-0.329143412171089,-0.340196645069299,-0.190188484307879,-1.75185238949782,-1.21971817711257,0.5377458537028,-1.50552319919486,-1.66974265939683,-0.117552953833929,-1.09813261523226,1.1014607315115,1.31936732293336,-0.872330857454547,-0.678109765100287,-0.311774046188188,1.1598849625449,-0.635475866778621,-0.719164630150781,-0.483888672746028,-0.0796561553257806,-1.22761334346844,3.30579117806879,-0.164923951969114
"AT1G01940",3.43478099441045,2.71535472649829,-1.16758828632955,-0.954787694707024,-0.444600502239619,-0.82212121708461,-0.0768739568835304,-1.04471597819604,-0.551445987573107,-1.29402211064085,-1.00999119546266,-1.35278712757427,0.0994210939167247,0.660359891917538,-0.175706030817007,-0.785615676262335,-0.249607491506003,-0.989512477440408,0.334481161650399,-0.293236064683844,0.434203614628321,-0.789177192440118,-0.45261391363963,-0.459736945995196,-0.383164348172863,2.31023226127548,0.127022844294543,-0.025231972305678,-0.344878049261696,-1.01889498590712,-0.501584761084146,0.873160483540068,-0.0100955285501003,0.598923737850782,1.26848877927397,0.630087004406382,2.28619202707545,0.355850258717096,-0.343097291172805,0.460024606917247,-0.422341026128476,-0.00653401237231745,-1.52195914601896,-1.02512763921824,-0.46507922026187,0.525022277161786,0.39057504145048,0.267702733316969,1.52936983929657,-0.894241919684714,-0.123173667194709,-0.457065808861859,1.4091686682964,0.687961642295355,-0.760685063017854,-0.599526455973176,0.292633346561449,0.0736001016277985,-0.758904304928963,-1.09101568850722,1.18390277005163,0.2507855314725,-0.39206813861732,1.32636341716295,-0.466859978350762
